                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    140,                  1.044,                0.81732,                 1.1925,                0.87843,                0.86901,                0.90874,                 0.6594,                 1.0084,                0.55172,                 1.1156,               0.005413,               0.005413,               0.005413
                    141,                 1.0414,                0.81901,                 1.1917,                0.87813,                 0.8698,                0.90899,                0.65973,                 1.0084,                0.55136,                 1.1157,                0.00538,                0.00538,                0.00538
                    142,                 1.0395,                0.81631,                 1.1894,                0.87815,                0.87014,                0.90927,                0.65999,                 1.0084,                0.55103,                 1.1156,               0.005347,               0.005347,               0.005347
                    143,                 1.0407,                0.81711,                 1.1897,                0.87813,                0.86936,                0.90906,                0.66003,                 1.0082,                0.55074,                 1.1155,               0.005314,               0.005314,               0.005314
                    144,                 1.0435,                0.81393,                 1.1908,                0.87817,                0.86913,                0.90905,                 0.6603,                 1.0079,                0.55048,                 1.1153,               0.005281,               0.005281,               0.005281
                    145,                 1.0386,                0.81539,                 1.1875,                0.87851,                0.86933,                0.90914,                0.66043,                 1.0078,                0.55023,                 1.1152,               0.005248,               0.005248,               0.005248
                    146,                 1.0417,                0.81397,                 1.1896,                 0.8778,                0.86986,                0.90906,                0.66066,                 1.0075,                0.55009,                  1.115,               0.005215,               0.005215,               0.005215
                    147,                 1.0426,                0.81001,                 1.1885,                 0.8779,                0.86971,                 0.9091,                 0.6609,                 1.0075,                0.54996,                 1.1149,               0.005182,               0.005182,               0.005182
                    148,                 1.0379,                0.80997,                 1.1864,                0.87834,                0.86946,                0.90916,                0.66098,                 1.0073,                0.54948,                 1.1146,               0.005149,               0.005149,               0.005149
                    149,                  1.038,                0.81085,                 1.1891,                0.87849,                0.86932,                0.90904,                0.66125,                 1.0073,                0.54911,                 1.1147,               0.005116,               0.005116,               0.005116
                    150,                 1.0421,                0.80929,                 1.1895,                0.87891,                0.86894,                0.90915,                0.66109,                  1.007,                0.54898,                 1.1145,               0.005083,               0.005083,               0.005083
                    151,                 1.0358,                0.80703,                 1.1863,                0.87973,                0.86845,                0.90903,                0.66125,                 1.0067,                0.54877,                 1.1141,                0.00505,                0.00505,                0.00505
                    152,                 1.0362,                0.80749,                 1.1871,                0.87963,                 0.8687,                0.90927,                0.66132,                 1.0065,                0.54853,                 1.1138,               0.005017,               0.005017,               0.005017
                    153,                 1.0358,                0.80516,                 1.1861,                0.87826,                0.86991,                0.90904,                0.66137,                 1.0061,                0.54833,                 1.1135,               0.004984,               0.004984,               0.004984
                    154,                  1.037,                0.80545,                 1.1874,                0.87841,                0.87072,                0.90932,                0.66142,                 1.0061,                0.54827,                 1.1135,               0.004951,               0.004951,               0.004951
